/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:37: FutureWarning: jax.tree_structure is deprecated, and will be removed in a future release. Use jax.tree_util.tree_structure instead.
  PyTreeDef = type(jax.tree_structure(None))
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/chex/_src/pytypes.py:37: FutureWarning: jax.tree_structure is deprecated, and will be removed in a future release. Use jax.tree_util.tree_structure instead.
  PyTreeDef = type(jax.tree_structure(None))
I0823 14:41:47.061769 22398207461184 xla_bridge.py:328] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
I0823 14:41:47.297060 22398207461184 xla_bridge.py:328] Unable to initialize backend 'rocm': NOT_FOUND: Could not find registered platform with name: "rocm". Available platform names are: CUDA Interpreter Host
I0823 14:41:47.297404 22398207461184 xla_bridge.py:328] Unable to initialize backend 'tpu': module 'jaxlib.xla_extension' has no attribute 'get_tpu_client'
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:144: FutureWarning: jax.tree_flatten is deprecated, and will be removed in a future release. Use jax.tree_util.tree_flatten instead.
  leaves, treedef = jax.tree_flatten(tree)
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:145: FutureWarning: jax.tree_unflatten is deprecated, and will be removed in a future release. Use jax.tree_util.tree_unflatten instead.
  return jax.tree_unflatten(treedef, leaves)
{'train_loss': 0.6964544057846069, 'valid_loss': 0.6903354525566101, 'step': 499, 'valid_accuracy': 0.52734375, 'train_accuracy': 0.453125}
I0823 19:54:27.025041 22398207461184 range_evaluation.py:82] {'length': 11, 'accuracy': 1.0}
I0823 19:54:27.795994 22398207461184 range_evaluation.py:82] {'length': 12, 'accuracy': 0.998046875}
I0823 19:54:28.612588 22398207461184 range_evaluation.py:82] {'length': 13, 'accuracy': 1.0}
I0823 19:54:29.464045 22398207461184 range_evaluation.py:82] {'length': 14, 'accuracy': 1.0}
I0823 19:54:30.149571 22398207461184 range_evaluation.py:82] {'length': 15, 'accuracy': 1.0}
I0823 19:54:30.989740 22398207461184 range_evaluation.py:82] {'length': 16, 'accuracy': 1.0}
I0823 19:54:31.878032 22398207461184 range_evaluation.py:82] {'length': 17, 'accuracy': 1.0}
I0823 19:54:32.714631 22398207461184 range_evaluation.py:82] {'length': 18, 'accuracy': 1.0}
I0823 19:54:33.530257 22398207461184 range_evaluation.py:82] {'length': 19, 'accuracy': 1.0}
I0823 19:54:34.439570 22398207461184 range_evaluation.py:82] {'length': 20, 'accuracy': 1.0}
I0823 19:54:35.376523 22398207461184 range_evaluation.py:82] {'length': 21, 'accuracy': 1.0}
I0823 19:54:36.234284 22398207461184 range_evaluation.py:82] {'length': 22, 'accuracy': 1.0}
I0823 19:54:36.992205 22398207461184 range_evaluation.py:82] {'length': 23, 'accuracy': 1.0}
I0823 19:54:37.887364 22398207461184 range_evaluation.py:82] {'length': 24, 'accuracy': 1.0}
I0823 19:54:38.821061 22398207461184 range_evaluation.py:82] {'length': 25, 'accuracy': 1.0}
I0823 19:54:39.746474 22398207461184 range_evaluation.py:82] {'length': 26, 'accuracy': 1.0}
I0823 19:54:40.591817 22398207461184 range_evaluation.py:82] {'length': 27, 'accuracy': 1.0}
I0823 19:54:41.552497 22398207461184 range_evaluation.py:82] {'length': 28, 'accuracy': 1.0}
I0823 19:54:42.531876 22398207461184 range_evaluation.py:82] {'length': 29, 'accuracy': 1.0}
I0823 19:54:43.494716 22398207461184 range_evaluation.py:82] {'length': 30, 'accuracy': 1.0}
I0823 19:54:44.227468 22398207461184 range_evaluation.py:82] {'length': 31, 'accuracy': 1.0}
I0823 19:54:45.169522 22398207461184 range_evaluation.py:82] {'length': 32, 'accuracy': 1.0}
I0823 19:54:45.966321 22398207461184 range_evaluation.py:82] {'length': 33, 'accuracy': 1.0}
I0823 19:54:47.234073 22398207461184 range_evaluation.py:82] {'length': 34, 'accuracy': 1.0}
I0823 19:54:48.019081 22398207461184 range_evaluation.py:82] {'length': 35, 'accuracy': 1.0}
I0823 19:54:48.877905 22398207461184 range_evaluation.py:82] {'length': 36, 'accuracy': 1.0}
I0823 19:54:49.684364 22398207461184 range_evaluation.py:82] {'length': 37, 'accuracy': 1.0}
I0823 19:54:50.502838 22398207461184 range_evaluation.py:82] {'length': 38, 'accuracy': 1.0}
I0823 19:54:51.281053 22398207461184 range_evaluation.py:82] {'length': 39, 'accuracy': 1.0}
I0823 19:54:52.157248 22398207461184 range_evaluation.py:82] {'length': 40, 'accuracy': 1.0}
I0823 19:54:53.016224 22398207461184 range_evaluation.py:82] {'length': 41, 'accuracy': 1.0}
I0823 19:54:53.854333 22398207461184 range_evaluation.py:82] {'length': 42, 'accuracy': 1.0}
I0823 19:54:54.704407 22398207461184 range_evaluation.py:82] {'length': 43, 'accuracy': 1.0}
I0823 19:54:55.556120 22398207461184 range_evaluation.py:82] {'length': 44, 'accuracy': 1.0}
I0823 19:54:56.417768 22398207461184 range_evaluation.py:82] {'length': 45, 'accuracy': 1.0}
I0823 19:54:57.311136 22398207461184 range_evaluation.py:82] {'length': 46, 'accuracy': 1.0}
I0823 19:54:58.113251 22398207461184 range_evaluation.py:82] {'length': 47, 'accuracy': 1.0}
I0823 19:54:59.002248 22398207461184 range_evaluation.py:82] {'length': 48, 'accuracy': 1.0}
I0823 19:54:59.894737 22398207461184 range_evaluation.py:82] {'length': 49, 'accuracy': 1.0}
I0823 19:55:00.819745 22398207461184 range_evaluation.py:82] {'length': 50, 'accuracy': 1.0}
I0823 19:55:01.758996 22398207461184 range_evaluation.py:82] {'length': 51, 'accuracy': 1.0}
I0823 19:55:02.737170 22398207461184 range_evaluation.py:82] {'length': 52, 'accuracy': 1.0}
I0823 19:55:03.697920 22398207461184 range_evaluation.py:82] {'length': 53, 'accuracy': 1.0}
I0823 19:55:04.668748 22398207461184 range_evaluation.py:82] {'length': 54, 'accuracy': 1.0}
I0823 19:55:05.543063 22398207461184 range_evaluation.py:82] {'length': 55, 'accuracy': 1.0}
I0823 19:55:06.559865 22398207461184 range_evaluation.py:82] {'length': 56, 'accuracy': 1.0}
I0823 19:55:07.538455 22398207461184 range_evaluation.py:82] {'length': 57, 'accuracy': 1.0}
I0823 19:55:08.597923 22398207461184 range_evaluation.py:82] {'length': 58, 'accuracy': 1.0}
I0823 19:55:09.638334 22398207461184 range_evaluation.py:82] {'length': 59, 'accuracy': 0.998046875}
I0823 19:55:10.659770 22398207461184 range_evaluation.py:82] {'length': 60, 'accuracy': 1.0}
I0823 19:55:11.683692 22398207461184 range_evaluation.py:82] {'length': 61, 'accuracy': 0.998046875}
I0823 19:55:13.225058 22398207461184 range_evaluation.py:82] {'length': 62, 'accuracy': 0.998046875}
I0823 19:55:14.154877 22398207461184 range_evaluation.py:82] {'length': 63, 'accuracy': 0.990234375}
I0823 19:55:15.197937 22398207461184 range_evaluation.py:82] {'length': 64, 'accuracy': 0.994140625}
I0823 19:55:16.254995 22398207461184 range_evaluation.py:82] {'length': 65, 'accuracy': 0.98046875}
I0823 19:55:17.324980 22398207461184 range_evaluation.py:82] {'length': 66, 'accuracy': 0.99609375}
I0823 19:55:18.410152 22398207461184 range_evaluation.py:82] {'length': 67, 'accuracy': 0.962890625}
I0823 19:55:19.510342 22398207461184 range_evaluation.py:82] {'length': 68, 'accuracy': 0.97265625}
I0823 19:55:20.610266 22398207461184 range_evaluation.py:82] {'length': 69, 'accuracy': 0.96875}
I0823 19:55:21.733889 22398207461184 range_evaluation.py:82] {'length': 70, 'accuracy': 0.970703125}
I0823 19:55:22.818903 22398207461184 range_evaluation.py:82] {'length': 71, 'accuracy': 0.9453125}
I0823 19:55:23.977026 22398207461184 range_evaluation.py:82] {'length': 72, 'accuracy': 0.96875}
I0823 19:55:25.208314 22398207461184 range_evaluation.py:82] {'length': 73, 'accuracy': 0.931640625}
I0823 19:55:26.378479 22398207461184 range_evaluation.py:82] {'length': 74, 'accuracy': 0.947265625}
I0823 19:55:27.616364 22398207461184 range_evaluation.py:82] {'length': 75, 'accuracy': 0.91015625}
I0823 19:55:28.816315 22398207461184 range_evaluation.py:82] {'length': 76, 'accuracy': 0.890625}
I0823 19:55:30.070083 22398207461184 range_evaluation.py:82] {'length': 77, 'accuracy': 0.857421875}
I0823 19:55:31.327745 22398207461184 range_evaluation.py:82] {'length': 78, 'accuracy': 0.876953125}
I0823 19:55:32.510246 22398207461184 range_evaluation.py:82] {'length': 79, 'accuracy': 0.78515625}
I0823 19:55:33.798161 22398207461184 range_evaluation.py:82] {'length': 80, 'accuracy': 0.841796875}
I0823 19:55:35.153821 22398207461184 range_evaluation.py:82] {'length': 81, 'accuracy': 0.791015625}
I0823 19:55:36.507187 22398207461184 range_evaluation.py:82] {'length': 82, 'accuracy': 0.8046875}
I0823 19:55:37.861723 22398207461184 range_evaluation.py:82] {'length': 83, 'accuracy': 0.7421875}
I0823 19:55:39.257547 22398207461184 range_evaluation.py:82] {'length': 84, 'accuracy': 0.708984375}
I0823 19:55:40.648439 22398207461184 range_evaluation.py:82] {'length': 85, 'accuracy': 0.669921875}
I0823 19:55:42.084742 22398207461184 range_evaluation.py:82] {'length': 86, 'accuracy': 0.654296875}
I0823 19:55:43.399582 22398207461184 range_evaluation.py:82] {'length': 87, 'accuracy': 0.6015625}
I0823 19:55:44.885964 22398207461184 range_evaluation.py:82] {'length': 88, 'accuracy': 0.626953125}
I0823 19:55:46.345235 22398207461184 range_evaluation.py:82] {'length': 89, 'accuracy': 0.548828125}
I0823 19:55:47.853002 22398207461184 range_evaluation.py:82] {'length': 90, 'accuracy': 0.609375}
I0823 19:55:49.914519 22398207461184 range_evaluation.py:82] {'length': 91, 'accuracy': 0.5078125}
I0823 19:55:51.453882 22398207461184 range_evaluation.py:82] {'length': 92, 'accuracy': 0.470703125}
I0823 19:55:53.078096 22398207461184 range_evaluation.py:82] {'length': 93, 'accuracy': 0.431640625}
I0823 19:55:54.694448 22398207461184 range_evaluation.py:82] {'length': 94, 'accuracy': 0.44921875}
I0823 19:55:56.200684 22398207461184 range_evaluation.py:82] {'length': 95, 'accuracy': 0.3671875}
I0823 19:55:57.904048 22398207461184 range_evaluation.py:82] {'length': 96, 'accuracy': 0.4140625}
I0823 19:55:59.784579 22398207461184 range_evaluation.py:82] {'length': 97, 'accuracy': 0.36328125}
I0823 19:56:01.558534 22398207461184 range_evaluation.py:82] {'length': 98, 'accuracy': 0.369140625}
I0823 19:56:03.340245 22398207461184 range_evaluation.py:82] {'length': 99, 'accuracy': 0.30078125}
I0823 19:56:05.147112 22398207461184 range_evaluation.py:82] {'length': 100, 'accuracy': 0.333984375}
I0823 19:56:07.023869 22398207461184 range_evaluation.py:82] {'length': 101, 'accuracy': 0.259765625}
I0823 19:56:08.912207 22398207461184 range_evaluation.py:82] {'length': 102, 'accuracy': 0.25}
I0823 19:56:10.656877 22398207461184 range_evaluation.py:82] {'length': 103, 'accuracy': 0.197265625}
I0823 19:56:12.596972 22398207461184 range_evaluation.py:82] {'length': 104, 'accuracy': 0.267578125}
I0823 19:56:14.606563 22398207461184 range_evaluation.py:82] {'length': 105, 'accuracy': 0.1796875}
I0823 19:56:16.643900 22398207461184 range_evaluation.py:82] {'length': 106, 'accuracy': 0.234375}
I0823 19:56:18.691197 22398207461184 range_evaluation.py:82] {'length': 107, 'accuracy': 0.1875}
I0823 19:56:20.818357 22398207461184 range_evaluation.py:82] {'length': 108, 'accuracy': 0.185546875}
I0823 19:56:22.977510 22398207461184 range_evaluation.py:82] {'length': 109, 'accuracy': 0.146484375}
I0823 19:56:25.207107 22398207461184 range_evaluation.py:82] {'length': 110, 'accuracy': 0.177734375}
I0823 19:56:27.257808 22398207461184 range_evaluation.py:82] {'length': 111, 'accuracy': 0.1171875}
I0823 19:56:29.591690 22398207461184 range_evaluation.py:82] {'length': 112, 'accuracy': 0.138671875}
I0823 19:56:31.941817 22398207461184 range_evaluation.py:82] {'length': 113, 'accuracy': 0.111328125}
I0823 19:56:34.390162 22398207461184 range_evaluation.py:82] {'length': 114, 'accuracy': 0.16015625}
I0823 19:56:36.783281 22398207461184 range_evaluation.py:82] {'length': 115, 'accuracy': 0.099609375}
I0823 19:56:39.304505 22398207461184 range_evaluation.py:82] {'length': 116, 'accuracy': 0.107421875}
I0823 19:56:41.886720 22398207461184 range_evaluation.py:82] {'length': 117, 'accuracy': 0.080078125}
I0823 19:56:44.512755 22398207461184 range_evaluation.py:82] {'length': 118, 'accuracy': 0.099609375}
I0823 19:56:46.973463 22398207461184 range_evaluation.py:82] {'length': 119, 'accuracy': 0.07421875}
I0823 19:56:49.811574 22398207461184 range_evaluation.py:82] {'length': 120, 'accuracy': 0.072265625}
I0823 19:56:52.698244 22398207461184 range_evaluation.py:82] {'length': 121, 'accuracy': 0.05859375}
I0823 19:56:56.163806 22398207461184 range_evaluation.py:82] {'length': 122, 'accuracy': 0.07421875}
I0823 19:56:59.072006 22398207461184 range_evaluation.py:82] {'length': 123, 'accuracy': 0.052734375}
I0823 19:57:02.122105 22398207461184 range_evaluation.py:82] {'length': 124, 'accuracy': 0.08203125}
I0823 19:57:05.218472 22398207461184 range_evaluation.py:82] {'length': 125, 'accuracy': 0.0546875}
I0823 19:57:08.358186 22398207461184 range_evaluation.py:82] {'length': 126, 'accuracy': 0.0546875}
I0823 19:57:11.227663 22398207461184 range_evaluation.py:82] {'length': 127, 'accuracy': 0.064453125}
I0823 19:57:14.645314 22398207461184 range_evaluation.py:82] {'length': 128, 'accuracy': 0.04296875}
I0823 19:57:18.086457 22398207461184 range_evaluation.py:82] {'length': 129, 'accuracy': 0.060546875}
I0823 19:57:21.583987 22398207461184 range_evaluation.py:82] {'length': 130, 'accuracy': 0.064453125}
I0823 19:57:25.088477 22398207461184 range_evaluation.py:82] {'length': 131, 'accuracy': 0.0390625}
I0823 19:57:28.734235 22398207461184 range_evaluation.py:82] {'length': 132, 'accuracy': 0.037109375}
I0823 19:57:32.443035 22398207461184 range_evaluation.py:82] {'length': 133, 'accuracy': 0.04296875}
I0823 19:57:36.234894 22398207461184 range_evaluation.py:82] {'length': 134, 'accuracy': 0.05078125}
I0823 19:57:39.935955 22398207461184 range_evaluation.py:82] {'length': 135, 'accuracy': 0.041015625}
I0823 19:57:43.930389 22398207461184 range_evaluation.py:82] {'length': 136, 'accuracy': 0.041015625}
I0823 19:57:47.955100 22398207461184 range_evaluation.py:82] {'length': 137, 'accuracy': 0.025390625}
I0823 19:57:52.051529 22398207461184 range_evaluation.py:82] {'length': 138, 'accuracy': 0.03515625}
I0823 19:57:56.215381 22398207461184 range_evaluation.py:82] {'length': 139, 'accuracy': 0.04296875}
I0823 19:58:00.457713 22398207461184 range_evaluation.py:82] {'length': 140, 'accuracy': 0.0546875}
I0823 19:58:04.774722 22398207461184 range_evaluation.py:82] {'length': 141, 'accuracy': 0.025390625}
I0823 19:58:09.194954 22398207461184 range_evaluation.py:82] {'length': 142, 'accuracy': 0.041015625}
I0823 19:58:13.485283 22398207461184 range_evaluation.py:82] {'length': 143, 'accuracy': 0.04296875}
I0823 19:58:18.070806 22398207461184 range_evaluation.py:82] {'length': 144, 'accuracy': 0.041015625}
I0823 19:58:22.754073 22398207461184 range_evaluation.py:82] {'length': 145, 'accuracy': 0.029296875}
I0823 19:58:27.526398 22398207461184 range_evaluation.py:82] {'length': 146, 'accuracy': 0.0546875}
I0823 19:58:32.357072 22398207461184 range_evaluation.py:82] {'length': 147, 'accuracy': 0.05078125}
I0823 19:58:37.307515 22398207461184 range_evaluation.py:82] {'length': 148, 'accuracy': 0.0390625}
I0823 19:58:42.400014 22398207461184 range_evaluation.py:82] {'length': 149, 'accuracy': 0.04296875}
I0823 19:58:47.518035 22398207461184 range_evaluation.py:82] {'length': 150, 'accuracy': 0.0703125}
I0823 19:58:52.594629 22398207461184 range_evaluation.py:82] {'length': 151, 'accuracy': 0.04296875}
I0823 19:58:57.865955 22398207461184 range_evaluation.py:82] {'length': 152, 'accuracy': 0.05859375}
I0823 19:59:03.306112 22398207461184 range_evaluation.py:82] {'length': 153, 'accuracy': 0.07421875}
I0823 19:59:09.376591 22398207461184 range_evaluation.py:82] {'length': 154, 'accuracy': 0.0546875}
I0823 19:59:14.954205 22398207461184 range_evaluation.py:82] {'length': 155, 'accuracy': 0.076171875}
I0823 19:59:20.648090 22398207461184 range_evaluation.py:82] {'length': 156, 'accuracy': 0.072265625}
I0823 19:59:26.433384 22398207461184 range_evaluation.py:82] {'length': 157, 'accuracy': 0.06640625}
I0823 19:59:32.290137 22398207461184 range_evaluation.py:82] {'length': 158, 'accuracy': 0.08984375}
I0823 19:59:38.024158 22398207461184 range_evaluation.py:82] {'length': 159, 'accuracy': 0.09375}
I0823 19:59:44.117160 22398207461184 range_evaluation.py:82] {'length': 160, 'accuracy': 0.1015625}
I0823 19:59:50.352132 22398207461184 range_evaluation.py:82] {'length': 161, 'accuracy': 0.09765625}
I0823 19:59:56.677520 22398207461184 range_evaluation.py:82] {'length': 162, 'accuracy': 0.07421875}
I0823 20:00:03.048859 22398207461184 range_evaluation.py:82] {'length': 163, 'accuracy': 0.109375}
I0823 20:00:09.625898 22398207461184 range_evaluation.py:82] {'length': 164, 'accuracy': 0.109375}
I0823 20:00:16.287899 22398207461184 range_evaluation.py:82] {'length': 165, 'accuracy': 0.115234375}
I0823 20:00:23.093168 22398207461184 range_evaluation.py:82] {'length': 166, 'accuracy': 0.134765625}
I0823 20:00:29.703333 22398207461184 range_evaluation.py:82] {'length': 167, 'accuracy': 0.15625}
I0823 20:00:36.622676 22398207461184 range_evaluation.py:82] {'length': 168, 'accuracy': 0.154296875}
I0823 20:00:43.675924 22398207461184 range_evaluation.py:82] {'length': 169, 'accuracy': 0.142578125}
I0823 20:00:50.890243 22398207461184 range_evaluation.py:82] {'length': 170, 'accuracy': 0.14453125}
I0823 20:00:58.152498 22398207461184 range_evaluation.py:82] {'length': 171, 'accuracy': 0.201171875}
I0823 20:01:05.593407 22398207461184 range_evaluation.py:82] {'length': 172, 'accuracy': 0.181640625}
I0823 20:01:13.087388 22398207461184 range_evaluation.py:82] {'length': 173, 'accuracy': 0.181640625}
I0823 20:01:20.704634 22398207461184 range_evaluation.py:82] {'length': 174, 'accuracy': 0.171875}
I0823 20:01:28.240195 22398207461184 range_evaluation.py:82] {'length': 175, 'accuracy': 0.236328125}
I0823 20:01:36.085555 22398207461184 range_evaluation.py:82] {'length': 176, 'accuracy': 0.2109375}
I0823 20:01:44.026928 22398207461184 range_evaluation.py:82] {'length': 177, 'accuracy': 0.21875}
I0823 20:01:52.132567 22398207461184 range_evaluation.py:82] {'length': 178, 'accuracy': 0.185546875}
I0823 20:02:00.350185 22398207461184 range_evaluation.py:82] {'length': 179, 'accuracy': 0.224609375}
I0823 20:02:08.675179 22398207461184 range_evaluation.py:82] {'length': 180, 'accuracy': 0.22265625}
I0823 20:02:17.110430 22398207461184 range_evaluation.py:82] {'length': 181, 'accuracy': 0.205078125}
I0823 20:02:25.643791 22398207461184 range_evaluation.py:82] {'length': 182, 'accuracy': 0.25}
I0823 20:02:34.161682 22398207461184 range_evaluation.py:82] {'length': 183, 'accuracy': 0.25390625}
I0823 20:02:42.940909 22398207461184 range_evaluation.py:82] {'length': 184, 'accuracy': 0.259765625}
I0823 20:02:51.875210 22398207461184 range_evaluation.py:82] {'length': 185, 'accuracy': 0.248046875}
I0823 20:03:00.920800 22398207461184 range_evaluation.py:82] {'length': 186, 'accuracy': 0.28515625}
I0823 20:03:10.102686 22398207461184 range_evaluation.py:82] {'length': 187, 'accuracy': 0.337890625}
I0823 20:03:19.474010 22398207461184 range_evaluation.py:82] {'length': 188, 'accuracy': 0.265625}
I0823 20:03:28.963968 22398207461184 range_evaluation.py:82] {'length': 189, 'accuracy': 0.3125}
I0823 20:03:38.515658 22398207461184 range_evaluation.py:82] {'length': 190, 'accuracy': 0.30078125}
I0823 20:03:48.012585 22398207461184 range_evaluation.py:82] {'length': 191, 'accuracy': 0.353515625}
I0823 20:03:58.496672 22398207461184 range_evaluation.py:82] {'length': 192, 'accuracy': 0.314453125}
I0823 20:04:08.502196 22398207461184 range_evaluation.py:82] {'length': 193, 'accuracy': 0.3203125}
I0823 20:04:18.644040 22398207461184 range_evaluation.py:82] {'length': 194, 'accuracy': 0.328125}
I0823 20:04:28.917272 22398207461184 range_evaluation.py:82] {'length': 195, 'accuracy': 0.361328125}
I0823 20:04:39.350258 22398207461184 range_evaluation.py:82] {'length': 196, 'accuracy': 0.3359375}
I0823 20:04:49.965094 22398207461184 range_evaluation.py:82] {'length': 197, 'accuracy': 0.369140625}
I0823 20:05:00.674285 22398207461184 range_evaluation.py:82] {'length': 198, 'accuracy': 0.390625}
I0823 20:05:11.341981 22398207461184 range_evaluation.py:82] {'length': 199, 'accuracy': 0.392578125}
I0823 20:05:22.348304 22398207461184 range_evaluation.py:82] {'length': 200, 'accuracy': 0.35546875}
I0823 20:05:33.505846 22398207461184 range_evaluation.py:82] {'length': 201, 'accuracy': 0.421875}
I0823 20:05:44.777456 22398207461184 range_evaluation.py:82] {'length': 202, 'accuracy': 0.40625}
I0823 20:05:56.254577 22398207461184 range_evaluation.py:82] {'length': 203, 'accuracy': 0.44921875}
I0823 20:06:07.754751 22398207461184 range_evaluation.py:82] {'length': 204, 'accuracy': 0.435546875}
I0823 20:06:19.452684 22398207461184 range_evaluation.py:82] {'length': 205, 'accuracy': 0.376953125}
I0823 20:06:31.296160 22398207461184 range_evaluation.py:82] {'length': 206, 'accuracy': 0.40234375}
I0823 20:06:43.053478 22398207461184 range_evaluation.py:82] {'length': 207, 'accuracy': 0.439453125}
I0823 20:06:55.206803 22398207461184 range_evaluation.py:82] {'length': 208, 'accuracy': 0.4765625}
I0823 20:07:07.508507 22398207461184 range_evaluation.py:82] {'length': 209, 'accuracy': 0.453125}
I0823 20:07:19.950809 22398207461184 range_evaluation.py:82] {'length': 210, 'accuracy': 0.431640625}
I0823 20:07:32.488813 22398207461184 range_evaluation.py:82] {'length': 211, 'accuracy': 0.443359375}
I0823 20:07:45.252837 22398207461184 range_evaluation.py:82] {'length': 212, 'accuracy': 0.462890625}
I0823 20:07:58.181156 22398207461184 range_evaluation.py:82] {'length': 213, 'accuracy': 0.462890625}
I0823 20:08:11.256228 22398207461184 range_evaluation.py:82] {'length': 214, 'accuracy': 0.466796875}
I0823 20:08:24.220233 22398207461184 range_evaluation.py:82] {'length': 215, 'accuracy': 0.470703125}
I0823 20:08:37.633849 22398207461184 range_evaluation.py:82] {'length': 216, 'accuracy': 0.46875}
I0823 20:08:51.238940 22398207461184 range_evaluation.py:82] {'length': 217, 'accuracy': 0.490234375}
I0823 20:09:04.971545 22398207461184 range_evaluation.py:82] {'length': 218, 'accuracy': 0.501953125}
I0823 20:09:18.979755 22398207461184 range_evaluation.py:82] {'length': 219, 'accuracy': 0.484375}
I0823 20:09:33.113347 22398207461184 range_evaluation.py:82] {'length': 220, 'accuracy': 0.490234375}
I0823 20:09:47.400815 22398207461184 range_evaluation.py:82] {'length': 221, 'accuracy': 0.4921875}
I0823 20:10:01.862914 22398207461184 range_evaluation.py:82] {'length': 222, 'accuracy': 0.529296875}
I0823 20:10:16.219377 22398207461184 range_evaluation.py:82] {'length': 223, 'accuracy': 0.51171875}
I0823 20:10:31.098013 22398207461184 range_evaluation.py:82] {'length': 224, 'accuracy': 0.46484375}
I0823 20:10:46.160750 22398207461184 range_evaluation.py:82] {'length': 225, 'accuracy': 0.513671875}
I0823 20:11:01.395978 22398207461184 range_evaluation.py:82] {'length': 226, 'accuracy': 0.4921875}
I0823 20:11:16.869639 22398207461184 range_evaluation.py:82] {'length': 227, 'accuracy': 0.498046875}
I0823 20:11:32.444050 22398207461184 range_evaluation.py:82] {'length': 228, 'accuracy': 0.529296875}
I0823 20:11:48.234117 22398207461184 range_evaluation.py:82] {'length': 229, 'accuracy': 0.556640625}
I0823 20:12:04.198710 22398207461184 range_evaluation.py:82] {'length': 230, 'accuracy': 0.50390625}
I0823 20:12:19.994080 22398207461184 range_evaluation.py:82] {'length': 231, 'accuracy': 0.541015625}
I0823 20:12:37.128850 22398207461184 range_evaluation.py:82] {'length': 232, 'accuracy': 0.533203125}
I0823 20:12:53.699275 22398207461184 range_evaluation.py:82] {'length': 233, 'accuracy': 0.498046875}
I0823 20:13:10.408942 22398207461184 range_evaluation.py:82] {'length': 234, 'accuracy': 0.490234375}
I0823 20:13:27.321089 22398207461184 range_evaluation.py:82] {'length': 235, 'accuracy': 0.51953125}
I0823 20:13:44.447643 22398207461184 range_evaluation.py:82] {'length': 236, 'accuracy': 0.5390625}
I0823 20:14:01.734421 22398207461184 range_evaluation.py:82] {'length': 237, 'accuracy': 0.533203125}
I0823 20:14:19.253679 22398207461184 range_evaluation.py:82] {'length': 238, 'accuracy': 0.517578125}
I0823 20:14:36.660473 22398207461184 range_evaluation.py:82] {'length': 239, 'accuracy': 0.525390625}
I0823 20:14:54.538547 22398207461184 range_evaluation.py:82] {'length': 240, 'accuracy': 0.5625}
I0823 20:15:12.649966 22398207461184 range_evaluation.py:82] {'length': 241, 'accuracy': 0.482421875}
I0823 20:15:30.879591 22398207461184 range_evaluation.py:82] {'length': 242, 'accuracy': 0.5234375}
I0823 20:15:49.374184 22398207461184 range_evaluation.py:82] {'length': 243, 'accuracy': 0.583984375}
I0823 20:16:08.146232 22398207461184 range_evaluation.py:82] {'length': 244, 'accuracy': 0.544921875}
I0823 20:16:27.122392 22398207461184 range_evaluation.py:82] {'length': 245, 'accuracy': 0.544921875}
I0823 20:16:46.279204 22398207461184 range_evaluation.py:82] {'length': 246, 'accuracy': 0.51953125}
I0823 20:17:05.266422 22398207461184 range_evaluation.py:82] {'length': 247, 'accuracy': 0.54296875}
I0823 20:17:24.826507 22398207461184 range_evaluation.py:82] {'length': 248, 'accuracy': 0.580078125}
I0823 20:17:44.530847 22398207461184 range_evaluation.py:82] {'length': 249, 'accuracy': 0.5390625}
I0823 20:18:04.448640 22398207461184 range_evaluation.py:82] {'length': 250, 'accuracy': 0.53515625}
I0823 20:18:24.721548 22398207461184 range_evaluation.py:82] {'length': 251, 'accuracy': 0.5390625}
I0823 20:18:45.074742 22398207461184 range_evaluation.py:82] {'length': 252, 'accuracy': 0.55078125}
I0823 20:19:05.692272 22398207461184 range_evaluation.py:82] {'length': 253, 'accuracy': 0.525390625}
I0823 20:19:26.465821 22398207461184 range_evaluation.py:82] {'length': 254, 'accuracy': 0.56640625}
I0823 20:19:46.985377 22398207461184 range_evaluation.py:82] {'length': 255, 'accuracy': 0.564453125}
I0823 20:20:08.224487 22398207461184 range_evaluation.py:82] {'length': 256, 'accuracy': 0.529296875}
I0823 20:20:29.770643 22398207461184 range_evaluation.py:82] {'length': 257, 'accuracy': 0.5625}
I0823 20:20:51.465997 22398207461184 range_evaluation.py:82] {'length': 258, 'accuracy': 0.595703125}
I0823 20:21:13.443518 22398207461184 range_evaluation.py:82] {'length': 259, 'accuracy': 0.556640625}
I0823 20:21:35.679353 22398207461184 range_evaluation.py:82] {'length': 260, 'accuracy': 0.54296875}
I0823 20:21:58.103499 22398207461184 range_evaluation.py:82] {'length': 261, 'accuracy': 0.552734375}
I0823 20:22:20.724437 22398207461184 range_evaluation.py:82] {'length': 262, 'accuracy': 0.552734375}
I0823 20:22:43.383721 22398207461184 range_evaluation.py:82] {'length': 263, 'accuracy': 0.521484375}
I0823 20:23:06.539545 22398207461184 range_evaluation.py:82] {'length': 264, 'accuracy': 0.509765625}
I0823 20:23:29.907168 22398207461184 range_evaluation.py:82] {'length': 265, 'accuracy': 0.552734375}
I0823 20:23:53.486832 22398207461184 range_evaluation.py:82] {'length': 266, 'accuracy': 0.525390625}
